id,seq,project,process,sub_process,bucket,activity,sub_activity,task,upt,ex_lock,volume,aid,cmnt,readme
5923,,Market Research,Processing HUB,R n R,DIRECT,NG,Server Health,Server Health.,,0,0,0,0,
5924,,Market Research,Processing HUB,Rest,TCS INTERNAL,NL,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5925,,Market Research,Processing HUB,Rest,TCS INTERNAL,NL,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5926,,Market Research,Processing HUB,Rest,TCS INTERNAL,NL,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5927,,Market Research,Processing HUB,Rest,DIRECT,NL,Server Health,Server Health.,,0,0,0,0,
5928,,Market Research,Processing HUB,Rest,TCS INTERNAL,NO,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5929,,Market Research,Processing HUB,Rest,TCS INTERNAL,NO,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5930,,Market Research,Processing HUB,Rest,TCS INTERNAL,NO,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5931,,Market Research,Processing HUB,Rest,DIRECT,NO,Server Health,Server Health.,,0,0,0,0,
5932,,Market Research,Processing HUB,Rest,TCS INTERNAL,PL,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5933,,Market Research,Processing HUB,Rest,TCS INTERNAL,PL,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5934,,Market Research,Processing HUB,Rest,TCS INTERNAL,PL,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5935,,Market Research,Processing HUB,Rest,DIRECT,PL,Server Health,Server Health.,,0,0,0,0,
5936,,Market Research,Processing HUB,Rest,TCS INTERNAL,PT,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5937,,Market Research,Processing HUB,Rest,TCS INTERNAL,PT,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5938,,Market Research,Processing HUB,Rest,TCS INTERNAL,PT,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5939,,Market Research,Processing HUB,Rest,DIRECT,PT,Server Health,Server Health.,,0,0,0,0,
5940,,Market Research,Processing HUB,Rest,TCS INTERNAL,IT,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5941,,Market Research,Processing HUB,Rest,TCS INTERNAL,IT,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5942,,Market Research,Processing HUB,Rest,TCS INTERNAL,IT,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5943,,Market Research,Processing HUB,Rest,DIRECT,IT,Server Health,Server Health.,,0,0,0,0,
5944,,Market Research,Processing HUB,Rest,TCS INTERNAL,ITL,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5945,,Market Research,Processing HUB,Rest,TCS INTERNAL,ITL,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5946,,Market Research,Processing HUB,Rest,TCS INTERNAL,ITL,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5947,,Market Research,Processing HUB,Rest,DIRECT,ITL,Server Health,Server Health.,,0,0,0,0,
5948,,Market Research,Processing HUB,R n R,TCS INTERNAL,IVC,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5949,,Market Research,Processing HUB,R n R,TCS INTERNAL,IVC,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5950,,Market Research,Processing HUB,R n R,TCS INTERNAL,IVC,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5951,,Market Research,Processing HUB,R n R,DIRECT,IVC,Server Health,Server Health.,,0,0,0,0,
5952,,Market Research,Processing HUB,Rest,TCS INTERNAL,AT,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5953,,Market Research,Processing HUB,Rest,TCS INTERNAL,AT,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5954,,Market Research,Processing HUB,Rest,TCS INTERNAL,AT,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5955,,Market Research,Processing HUB,Rest,DIRECT,AT,Server Health,Server Health.,,0,0,0,0,
5956,,Market Research,Processing HUB,Rest,TCS INTERNAL,BE,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5957,,Market Research,Processing HUB,Rest,TCS INTERNAL,BE,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5958,,Market Research,Processing HUB,Rest,TCS INTERNAL,BE,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5959,,Market Research,Processing HUB,Rest,DIRECT,BE,Server Health,Server Health.,,0,0,0,0,
5960,,Market Research,Processing HUB,R n R,TCS INTERNAL,BW,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5961,,Market Research,Processing HUB,R n R,TCS INTERNAL,BW,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5962,,Market Research,Processing HUB,R n R,TCS INTERNAL,BW,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5963,,Market Research,Processing HUB,R n R,DIRECT,BW,Server Health,Server Health.,,0,0,0,0,
5964,,Market Research,Processing HUB,R n R,TCS INTERNAL,CH,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5965,,Market Research,Processing HUB,R n R,TCS INTERNAL,CH,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5966,,Market Research,Processing HUB,R n R,TCS INTERNAL,CH,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5967,,Market Research,Processing HUB,R n R,DIRECT,CH,Server Health,Server Health.,,0,0,0,0,
5968,,Market Research,Processing HUB,R n R,TCS INTERNAL,CM,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5969,,Market Research,Processing HUB,R n R,TCS INTERNAL,CM,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5970,,Market Research,Processing HUB,R n R,TCS INTERNAL,CM,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5971,,Market Research,Processing HUB,R n R,DIRECT,CM,Server Health,Server Health.,,0,0,0,0,
5972,,Market Research,Processing HUB,R n R,TCS INTERNAL,CN,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5973,,Market Research,Processing HUB,R n R,TCS INTERNAL,CN,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5974,,Market Research,Processing HUB,R n R,TCS INTERNAL,CN,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5975,,Market Research,Processing HUB,R n R,DIRECT,CN,Server Health,Server Health.,,0,0,0,0,
5976,,Market Research,Processing HUB,Rest,TCS INTERNAL,DE,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5977,,Market Research,Processing HUB,Rest,TCS INTERNAL,DE,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5978,,Market Research,Processing HUB,Rest,TCS INTERNAL,DE,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5979,,Market Research,Processing HUB,Rest,DIRECT,DE,Server Health,Server Health.,,0,0,0,0,
5980,,Market Research,Processing HUB,Rest,TCS INTERNAL,ES,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5981,,Market Research,Processing HUB,Rest,TCS INTERNAL,ES,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5982,,Market Research,Processing HUB,Rest,TCS INTERNAL,ES,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5983,,Market Research,Processing HUB,Rest,DIRECT,ES,Server Health,Server Health.,,0,0,0,0,
5984,,Market Research,Processing HUB,R n R,TCS INTERNAL,KE,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5985,,Market Research,Processing HUB,R n R,TCS INTERNAL,KE,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5986,,Market Research,Processing HUB,R n R,TCS INTERNAL,KE,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5987,,Market Research,Processing HUB,R n R,DIRECT,KE,Server Health,Server Health.,,0,0,0,0,
5988,,Market Research,Processing HUB,R n R,TCS INTERNAL,LS,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5989,,Market Research,Processing HUB,R n R,TCS INTERNAL,LS,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5990,,Market Research,Processing HUB,R n R,TCS INTERNAL,LS,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5991,,Market Research,Processing HUB,R n R,DIRECT,LS,Server Health,Server Health.,,0,0,0,0,
5992,,Market Research,Processing HUB,Rest,TCS INTERNAL,RU,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5993,,Market Research,Processing HUB,Rest,TCS INTERNAL,RU,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5994,,Market Research,Processing HUB,Rest,TCS INTERNAL,RU,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5995,,Market Research,Processing HUB,Rest,DIRECT,RU,Server Health,Server Health.,,0,0,0,0,
5996,,Market Research,Processing HUB,R n R,TCS INTERNAL,SZ,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
5997,,Market Research,Processing HUB,R n R,TCS INTERNAL,SZ,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
5998,,Market Research,Processing HUB,R n R,TCS INTERNAL,SZ,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
5999,,Market Research,Processing HUB,R n R,DIRECT,SZ,Server Health,Server Health.,,0,0,0,0,
6000,,Market Research,Processing HUB,Rest,TCS INTERNAL,TR,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
6001,,Market Research,Processing HUB,Rest,TCS INTERNAL,TR,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
6002,,Market Research,Processing HUB,Rest,TCS INTERNAL,TR,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
6003,,Market Research,Processing HUB,Rest,DIRECT,TR,Server Health,Server Health.,,0,0,0,0,
6004,,Market Research,Processing HUB,R n R,TCS INTERNAL,TZ,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
6005,,Market Research,Processing HUB,R n R,TCS INTERNAL,TZ,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
6006,,Market Research,Processing HUB,R n R,TCS INTERNAL,TZ,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
6007,,Market Research,Processing HUB,R n R,DIRECT,TZ,Server Health,Server Health.,,0,0,0,0,
6008,,Market Research,Processing HUB,R n R,TCS INTERNAL,UG,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
6009,,Market Research,Processing HUB,R n R,TCS INTERNAL,UG,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
6010,,Market Research,Processing HUB,R n R,TCS INTERNAL,UG,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
6011,,Market Research,Processing HUB,R n R,DIRECT,UG,Server Health,Server Health.,,0,0,0,0,
6012,,Market Research,Processing HUB,Rest,TCS INTERNAL,UK,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
6013,,Market Research,Processing HUB,Rest,TCS INTERNAL,UK,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
6014,,Market Research,Processing HUB,Rest,TCS INTERNAL,UK,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
6015,,Market Research,Processing HUB,Rest,DIRECT,UK,Server Health,Server Health.,,0,0,0,0,
6016,,Market Research,Processing HUB,R n R,TCS INTERNAL,ZA,TCS Internal activities,QUALITY-IQMS/IQMS DOCUMENTATION,,1,0,0,0,
6017,,Market Research,Processing HUB,R n R,TCS INTERNAL,ZA,TCS Internal activities,HR/ADMIN/PERFORMANCE/OTHER,,1,0,0,0,
6018,,Market Research,Processing HUB,R n R,TCS INTERNAL,ZA,TCS Internal activities,ACTIVITIES/MEETING/TRAINING,,1,0,0,0,
6019,,Market Research,Processing HUB,R n R,DIRECT,ZA,Server Health,Server Health.,,0,0,0,0,
6020,,Market Research,Global Content,Global Content,DIRECT,BAU Validation,Validation - Change Items,Validation,,0,0,0,0,
6021,,Market Research,Global Content,Global Content,DIRECT,BAU Validation,Validation - New Items,Validation,,0,0,0,0,
6022,,Market Research,Global Content,Global Content,DIRECT,BAU Validation,Validation - Old Items,Validation,,0,0,0,0,
6023,,Market Research,Global Content,Global Content,DIRECT,Calls,Calls  - GDC / Category Master,BAU,,1,0,0,0,
6024,,Market Research,Global Content,Global Content,DIRECT,Calls,Calls  - GDC / Category Master,Harmonization,,1,0,0,0,
6025,,Market Research,Global Content,Global Content,DIRECT,Calls,Query Resolving / Feedback Review Calls,Harmonization,,1,0,0,0,
6026,,Market Research,Global Content,Global Content,DIRECT,Coding,US item Coding,BAU,,0,0,0,0,
6027,,Market Research,Global Content,Global Content,DIRECT,Coding,US item Coding,Other - Request,,0,0,0,0,
6028,,Market Research,Global Content,Global Content,DIRECT,Coding,CIP item Coding,Other - Request,,0,0,0,0,
6029,,Market Research,Global Content,Global Content,DIRECT,Coding,CH item coding,BAU,,0,0,0,0,
6030,,Market Research,Global Content,Global Content,DIRECT,Coding,DK item coding,BAU,,0,0,0,0,
6031,,Market Research,Global Content,Global Content,DIRECT,Harmonization,Coding Population,For CIP,,0,0,0,0,
6032,,Market Research,Global Content,Global Content,DIRECT,Harmonization,Coding Population,For US,,0,0,0,0,
6033,,Market Research,Global Content,Global Content,DIRECT,Harmonization,Harmonization Major,Harmonization Major,,0,0,0,0,
6034,,Market Research,Global Content,Global Content,DIRECT,Harmonization,"Harmonization Non -Major, ND & Invalid Values","Harmonization Non -Major, ND & Invalid Values",,0,0,0,0,
6035,,Market Research,Global Content,Global Content,DIRECT,Harmonization,Harmonization Non-major - Branding Chars,Harmonization Non-major - Branding Chars,,0,0,0,0,
6036,,Market Research,Global Content,Global Content,DIRECT,Harmonization,Harmonization Non-major - Paired Chars,Harmonization Non-major - Paired Chars,,0,0,0,0,
6037,,Market Research,Global Content,Global Content,DIRECT,Harmonization,Harmonization Non-major - Numeric Chars,Harmonization Non-major - Numeric Chars,,0,0,0,0,
6038,,Market Research,Global Content,Global Content,DIRECT,Impact Analysis,IA_Email Tracking & Follow ups,IA_Email Tracking & Follow ups,,0,0,0,0,
6039,,Market Research,Global Content,Global Content,DIRECT,Impact Analysis,IA_Run Process,IA_Run Process,,0,0,0,0,
6040,,Market Research,Global Content,Global Content,DIRECT,Impact Analysis,IA_Tracker Updation,IA_Tracker Updation,,0,0,0,0,
6041,,Market Research,Global Content,Global Content,DIRECT,IT/QLS/CRTs,Item Coding Queries,BAU Coder,,0,0,0,0,
6042,,Market Research,Global Content,Global Content,DIRECT,IT/QLS/CRTs,Raising CRT,Category Master/GDC/VA Team,,0,0,0,0,
6043,,Market Research,Global Content,Global Content,DIRECT,IT/QLS/CRTs,Item Coding Queries,Hub Team,,0,0,0,0,
6044,,Market Research,Global Content,Global Content,DIRECT,IT/QLS/CRTs,Raising CRT,New Valut Addtion / Branding Changes,,0,0,0,0,
6045,,Market Research,Global Content,Global Content,INDIRECT,KPI,KPI Preparations/ filling WMT,KPI Preparations/ filling WMT,,0,0,0,0,
6046,,Market Research,Global Content,Global Content,INDIRECT,KPI,Quality Data Preparation/Weekly PPT/PM_Analysis,Quality Data Preparation/Weekly PPT/PM_Analysis,,0,0,0,0,
6047,,Market Research,Global Content,Global Content,TCS INTERNAL,Leave,NVA_Number of hours - Leaves/Holiday,NVA_Number of hours - Leaves/Holiday,,0,0,0,0,
6048,,Market Research,Global Content,Global Content,INDIRECT,Meetings,BAU Weekly Meeting /Desk sits- Coders & Leads,BAU Weekly Meeting /Desk sits- Coders & Leads,,1,0,0,0,
6049,,Market Research,Global Content,Global Content,TCS INTERNAL,Meetings,Internal meeting (HR / Admin/ Audit etc),Internal meeting (HR / Admin/ Audit etc),,1,0,0,0,
6050,,Market Research,Global Content,Global Content,INDIRECT,Meetings,Internal meeting related to Process,Internal meeting related to Process,,1,0,0,0,
6051,,Market Research,Global Content,Global Content,DIRECT,Module Moves,Module Moves - Harmonization,Onshore - Request,,0,0,0,0,
6052,,Market Research,Global Content,Global Content,DIRECT,Module Moves,Module Moves - Harmonization,TCS - Category,,0,0,0,0,
6053,,Market Research,Global Content,Global Content,TCS INTERNAL,Non Value Added,NVA_Adhoc Activities,Floor Activities,,1,0,0,0,
6054,,Market Research,Global Content,Global Content,TCS INTERNAL,Non Value Added,NVA_IDLE Time,NVA_IDLE Time,,0,0,0,0,
6055,,Market Research,Global Content,Global Content,DIRECT,Onshore Quality Checks,Onshore Quality Checks,Onshore Quality Checks.,,0,0,0,0,
6056,,Market Research,Global Content,Global Content,DIRECT,Onshore Requests,GDC - Value Confirmation,Other - Request,,0,0,0,0,
6057,,Market Research,Global Content,Global Content,DIRECT,Pepsi MDM,Pepsi MDM,Pepsi MDM,,0,0,0,0,
6058,,Market Research,Global Content,Global Content,INDIRECT,Preparatory,Branding CRT - File Preparation,BAU,,0,0,0,0,
6059,,Market Research,Global Content,Global Content,INDIRECT,Preparatory,Branding CRT - File Preparation,Harmonization,,0,0,0,0,
6060,,Market Research,Global Content,Global Content,VALIDATION,Quality check,Feedback Review - External,BAU,,0,0,0,0,
6061,,Market Research,Global Content,Global Content,VALIDATION,Quality check,Feedback Review - External,Harmonization,,0,0,0,0,
6062,,Market Research,Global Content,Global Content,VALIDATION,Quality check,Internal Crosscheck,BAU,,0,0,0,0,
6063,,Market Research,Global Content,Global Content,VALIDATION,Quality check,Internal Crosscheck,Harmonization,,0,0,0,0,
6064,,Market Research,Global Content,Global Content,VALIDATION,Quality check,Feedback Review - Internal,Harmonization,,0,0,0,0,
6065,,Market Research,Global Content,Global Content,VALIDATION,Quality check,Feedback Review - Internal,BAU,,0,0,0,0,
6066,,Market Research,Global Content,Global Content,VALIDATION,Quality check,Self Checks,Harmonization,,0,0,0,0,
6067,,Market Research,Global Content,Global Content,DIRECT,Query Solving,Query Solving - Internal/External,BAU,,1,0,0,0,
6068,,Market Research,Global Content,Global Content,DIRECT,Query Solving,Query Solving - Internal/External,Harmonization,,1,0,0,0,
6069,,Market Research,Global Content,Global Content,INDIRECT,RCA,RCA - Send / Receive / Discussion / Follow up / Preparation,RCA,,0,0,0,0,
6070,,Market Research,Global Content,Global Content,INDIRECT,Study,Category Pack / Category Kit /  Knowledge Repository Preparation,BAU,,0,0,0,0,
6071,,Market Research,Global Content,Global Content,INDIRECT,Study,Category Pack / Category Kit /  Knowledge Repository Preparation,Harmonization,,0,0,0,0,
6072,,Market Research,Global Content,Global Content,TCS INTERNAL,System,SI_System Downtime,System,,1,0,0,0,
6073,,Market Research,Global Content,Global Content,TCS INTERNAL,Training,Internal Training - HR,Training,,1,0,0,0,
6074,,Market Research,Global Content,Global Content,TCS INTERNAL,Training,Web Based Courses - mandatory / Competancy,Training,,1,0,0,0,
6075,,Market Research,Global Content,Global Content,INDIRECT,Training,TR_Process Training (including refresher),Training,,1,0,0,0,
6076,,Market Research,Reference Data,France EF,DIRECT,Core BAU Activities,Source,Source Creation,,0,0,0,0,
6077,,Market Research,Reference Data,France EF,DIRECT,Core BAU Activities,Segmentation,Segmentation,,0,0,0,0,
6078,,Market Research,Reference Data,France EF,DIRECT,Core BAU Activities,Coding,Coding(Fact And Upc),,0,0,0,0,
6079,,Market Research,Reference Data,France EF,DIRECT,Core BAU Activities,Ecompare,Electronic Compare,,0,0,0,0,
6080,,Market Research,Reference Data,France EF,Validation,Validation Activities,Validation.,Audit Segmentation,,0,0,0,0,
6081,,Market Research,Reference Data,France EF,Validation,Validation Activities,Validation.,Audit-Coding(Fact And Upc),,0,0,0,0,
6082,,Market Research,Reference Data,France EF,Validation,Validation Activities,Validation.,Audit-Electronic Compare,,0,0,0,0,
6083,,Market Research,Reference Data,France EF,DIRECT,Other BAU,Other Activities,Cant find,,0,0,0,0,
6084,,Market Research,Reference Data,France EF,DIRECT,Other BAU,Other Activities,Causal Update,,0,0,0,0,
6085,,Market Research,Reference Data,France EF,DIRECT,Other BAU,Other Activities,Missing Stores,,0,0,0,0,
6086,,Market Research,Reference Data,France EF,DIRECT,Other BAU,Other Activities,Magao,,0,0,0,0,
6087,,Market Research,Reference Data,France EF,DIRECT,Other BAU,Other Activities,Peg Maintainance/ Store Load,,0,0,0,0,
6088,,Market Research,Reference Data,France EF,DIRECT,Other BAU,Other Activities,Census Files,,0,0,0,0,
6089,,Market Research,Reference Data,France EF,DIRECT,Projects/Adhoc Requst,BAU Projects,BAU Project,,0,0,0,0,
6090,,Market Research,Reference Data,France EF,DIRECT,Projects/Adhoc Requst,Adhoc Project/Task,Adhoc Project/Task,,0,0,0,0,
6091,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Calls/Meeting,Process Call - Weekly process call/calibration call/category call,,1,0,0,0,
6092,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Calls/Meeting,DOT Call,,1,0,0,0,
6093,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Calls/Meeting,Daily WIP Call,,1,0,0,0,
6094,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Calls/Meeting,GC Meetings,,1,0,0,0,
6095,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Calls/Meeting,Platform Enhancement/Client demand call,,1,0,0,0,
6096,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Training,Functionality training,,1,0,0,0,
6097,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Support activity,Helping/Mentoring Team mates,,1,0,0,0,
6098,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Support activity,Feedback correction/Validation Correction,,0,0,0,0,
6099,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Support activity,Allocation + File preparation,,0,0,0,0,
6100,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Support activity,Desk sits,,1,0,0,0,
6101,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Documentation,Process Related Documentation,,0,0,0,0,
6102,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,Communication,Mail/IM/Phone Communication,,0,0,0,0,
6103,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,QLS/RCA,"QLS, IT, RCA",,1,0,0,0,
6104,,Market Research,Reference Data,France EF,INDIRECT,Indirect activities,MIS/KPI,"MIS, MOM, Presentation preparation,KPI, NIMS related KPIs/Any Tracker",,0,0,0,0,
6105,,Market Research,Reference Data,France EF,TCS INTERNAL,TCS Internal activities,TCS Internal Activities,"Other TCS Internal Activities (IQMS documentation, etc...)",,1,0,0,0,
6106,,Market Research,Reference Data,France EF,TCS INTERNAL,TCS Internal activities,Other Meetings/Trainings,New onboard Sign off Training,,1,0,0,0,
6107,,Market Research,Reference Data,France EF,TCS INTERNAL,TCS Internal activities,Other Meetings/Trainings,TCS internal Meeting/refresher training,,1,0,0,0,
6108,,Market Research,Reference Data,France EF,TCS INTERNAL,TCS Internal activities,Other Meetings/Trainings,L&D - Trainings,,1,0,0,0,
6109,,Market Research,Reference Data,France EF,TCS INTERNAL,TCS Internal activities,Leaves,Leaves,,1,0,0,0,
6110,,Market Research,Reference Data,France EF,TCS INTERNAL,TCS Internal activities,Idle Hours,Idle Hours due to input/workload unavailablity,,1,0,0,0,
6111,,Market Research,Reference Data,France EF,TCS INTERNAL,TCS Internal activities,Idle Hours,Idle Hours due to disconnection/ Unavailability of Server,,1,0,0,0,
6112,,Market Research,Reference Data,France,INDIRECT,Indirect activities,Communication,Mail/IM/Phone Communication,,0,0,0,0,
6113,,Market Research,CIPO,France,DIRECT,PROJECTS,CPS Project,CPS BAU,,0,0,0,0,
6114,,Market Research,CIPO,France,DIRECT,PROJECTS,WINBACK Client Project,AGRIAL Project,,0,0,0,0,
6115,,Market Research,CIPO,France,DIRECT,PROJECTS,CPS Project,CPS PROJECT,,0,0,0,0,
6116,,Market Research,CIPO,France,DIRECT,PROJECTS,ITM Project,ITM Project,,0,0,0,0,
6117,,Market Research,Reference Data,Spain,DIRECT,Value management,Value management.,Shared Item Management (Analysis/Communication & amendments),,0,0,0,0,
6118,,Market Research,CIPO,France,DIRECT,PROJECTS,Casino Project,Casino Project,,0,0,0,0,
6119,,Market Research,Reference Data,Netherlands,DIRECT,Issue Trak/CRT,Sales Force,Raised,,0,0,0,0,
6120,,Market Research,Reference Data,Netherlands,DIRECT,Issue Trak/CRT,Sales Force,Resolved (Analysis + Correction/Enhancement),,0,0,0,0,
6121,,Market Research,Reference Data,Netherlands,DIRECT,Issue Trak/CRT,Sales Force,Aloocation,,0,0,0,0,
6122,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,DB Create,,0,0,0,0,
6123,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Downloading DB,,0,0,0,0,
6124,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,input validation & Analysis,,0,0,0,0,
6125,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Instruction file updating,,0,0,0,0,
6126,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Creation of Robotics Inputs,,0,0,0,0,
6127,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Processing instruction file on TOPGEN (Manual),,0,0,0,0,
6128,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Processing instruction file on TOPGEN (Robotics),,0,0,0,0,
6129,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Individual country Output Validation (Manual),,0,0,0,0,
6130,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Individual country Output Validation (Robotics),,0,0,0,0,
6131,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Country level merger ( Manual),,0,0,0,0,
6132,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Country level merger ( Robotics),,0,0,0,0,
6133,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Country level consolidation Output Validation (Manual),,0,0,0,0,
6134,,IDC,GT Process Activities,GT Process Activities,DIRECT,GTPR032_Danone P&BF,INDONESIA,Country level consolidation Output Validation (robotics),,0,0,0,0,
